insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 59,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-21' , 88,5990,122)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-05' , 104,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-21' , 121,3300,154)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 105,2950,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-16' , 12,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-04' , 67,2950,25)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-10' , 13,2950,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-29' , 78,2950,44)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-18' , 114,5990,184)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-17' , 89,5990,18)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-19' , 62,2950,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-17' , 118,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-22' , 100,2950,142)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-09' , 31,2950,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-10' , 101,2950,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-24' , 28,1750,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-10' , 21,5990,209)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-16' , 94,5990,3)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-28' , 20,5990,122)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 108,2950,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-26' , 82,5990,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-17' , 75,5990,88)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-29' , 96,2950,155)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-22' , 80,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 19,5990,44)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-04' , 81,3300,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-13' , 84,5990,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 46,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-09' , 113,2950,82)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-18' , 27,2950,90)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-30' , 19,2950,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 80,5990,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-19' , 14,2950,55)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-13' , 62,3300,153)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-16' , 60,2950,67)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-04' , 8,2950,116)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-06' , 18,3300,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-07' , 127,5990,35)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-20' , 106,2950,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-19' , 49,5990,50)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-29' , 36,1750,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-12' , 48,2950,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-16' , 14,3300,169)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-15' , 114,2950,35)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-30' , 26,2950,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-09' , 66,2950,223)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-14' , 46,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-07' , 60,5990,25)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-26' , 66,3300,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-30' , 111,2950,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-19' , 17,2950,5)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 15,2950,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-07' , 60,2950,69)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-03' , 82,2950,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-08' , 125,2950,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 124,5990,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 122,3300,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-13' , 38,2950,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 90,2950,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 41,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-10' , 57,3300,128)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-03' , 88,2950,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-23' , 16,5990,135)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-13' , 12,2950,26)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-26' , 83,2950,231)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-17' , 5,1750,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-26' , 80,5990,88)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 14,2950,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 56,2950,3)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 109,2950,156)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-02' , 122,2950,63)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-07' , 119,2950,104)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-10' , 56,2950,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-19' , 34,5990,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-25' , 67,5990,37)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 64,3300,240)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-04' , 103,5990,107)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-15' , 45,1750,51)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-29' , 53,5990,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-05' , 103,2950,33)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 97,2950,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-27' , 2,2950,52)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-17' , 85,2950,100)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-02' , 118,5990,164)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-01' , 125,2950,89)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-22' , 84,3300,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-01' , 83,5990,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-17' , 28,2950,190)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-26' , 54,2950,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-04' , 123,2950,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-29' , 18,2950,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-11' , 29,5990,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-16' , 70,2950,95)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-09' , 111,3300,101)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-07' , 91,1750,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-29' , 47,2950,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-06' , 116,2950,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-12' , 29,2950,115)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 19,5990,90)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-08' , 93,3300,122)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-04' , 117,5990,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 127,2950,47)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 98,5990,139)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-26' , 26,5990,101)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-25' , 110,1750,116)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-15' , 79,2950,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-03' , 90,5990,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-31' , 37,2950,167)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-02' , 67,2950,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-20' , 126,2950,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-18' , 6,2950,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-11' , 116,2950,46)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-30' , 33,2950,195)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-18' , 23,5990,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 81,2950,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-04' , 108,2950,22)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-30' , 94,2950,118)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-08' , 89,2950,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-17' , 125,5990,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-14' , 90,2950,230)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-08' , 62,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-28' , 47,2950,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-14' , 10,2950,94)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-16' , 46,2950,193)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 67,2950,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 17,2950,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-05' , 40,2950,150)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-28' , 12,2950,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-29' , 108,2950,44)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-04' , 92,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-09' , 68,5990,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-04' , 46,2950,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-22' , 28,5990,82)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-23' , 104,5990,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-21' , 17,5990,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-19' , 112,2950,76)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-31' , 32,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-17' , 84,2950,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-16' , 26,2950,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-12' , 98,2950,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 43,1750,58)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-01' , 47,2950,37)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-08' , 24,2950,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-02' , 26,3300,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-29' , 99,2950,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-08' , 75,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-23' , 70,3300,191)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-26' , 18,2950,139)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-21' , 94,2950,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-17' , 71,5990,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-11' , 33,2950,148)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-13' , 116,5990,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-22' , 7,3300,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 129,5990,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-27' , 129,5990,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-12' , 49,5990,77)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 34,2950,75)
